,origin,destination,flow,cost,O,D,log_O,log_D,log_cost,log_flow,spline_0,spline_1,spline_2,spline_3,spline_4,spline_5,spline_6,spline_7,spline_8
3325,8743a1223ffffff,8743a1220ffffff,281,2.434543371055062,880,5552,6.779921907472252,8.62191350218664,7.797925160952979,5.641907070938114,0.595879354465601,0.24980344397367302,0.01923938937440285,0.0,0.0,0.0,0.0,0.0,0.0
3326,8743a1223ffffff,8743a1221ffffff,54,2.286909214762727,880,2040,6.779921907472252,7.620705086838262,7.735393672850017,4.007333185232471,0.5981998648170888,0.22608740951038173,0.015947239251567016,0.0,0.0,0.0,0.0,0.0,0.0
3327,8743a1223ffffff,8743a1222ffffff,7,2.2554502166192845,880,590,6.779921907472252,6.380122536899765,7.721548156811975,2.0794415416798357,0.5982305193195644,0.22108360132502516,0.015298134446155192,0.0,0.0,0.0,0.0,0.0,0.0
3328,8743a1223ffffff,8743a1223ffffff,22,0.0,880,880,6.779921907472252,6.779921907472252,0.0,3.1354942159291497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3329,8743a1223ffffff,8743a1224ffffff,43,4.869025175935763,880,4105,6.779921907472252,8.31996102188653,8.490854385659938,3.784189633918261,0.27012940061416607,0.5759433484007087,0.15390927662419424,0.0,0.0,0.0,0.0,0.0,0.0
3330,8743a1223ffffff,8743a1225ffffff,39,4.150546061524412,880,2188,6.779921907472252,7.690743163541872,8.331236088792748,3.6888794541139363,0.3904840601731869,0.5092769459902038,0.09533545646180808,0.0,0.0,0.0,0.0,0.0,0.0
3331,8743a1223ffffff,8743a1226ffffff,33,4.098475409247126,880,1494,6.779921907472252,7.309212365692763,8.318614295542117,3.5263605246161616,0.3993531317564211,0.5029929886649501,0.09179219129950064,0.0,0.0,0.0,0.0,0.0,0.0
3332,8743a1223ffffff,8743a1228ffffff,3,4.512852955942989,880,113,6.779921907472252,4.727387818712341,8.41490638173458,1.3862943611198906,0.32857294047999397,0.5479581460252461,0.12254406583501029,0.0,0.0,0.0,0.0,0.0,0.0
3333,8743a1223ffffff,8743a1229ffffff,2,6.770255125960306,880,78,6.779921907472252,4.356708826689592,8.820441743990143,1.0986122886681098,0.06738056503960892,0.5410448746725955,0.38417771869045736,0.007396841597338242,0.0,0.0,0.0,0.0,0.0
3334,8743a1223ffffff,8743a122affffff,1,4.099760733294765,880,40,6.779921907472252,3.6888794541139363,8.318927780187149,0.6931471805599453,0.3991346701078253,0.5031500979984818,0.09187857931226474,0.0,0.0,0.0,0.0,0.0,0.0
3335,8743a1223ffffff,8743a122bffffff,1,6.154528750344981,880,24,6.779921907472252,3.1780538303479458,8.725105940752577,0.6931471805599453,0.11373095917359438,0.5815945361989151,0.302622619736922,0.0020518848905685307,0.0,0.0,0.0,0.0,0.0
3337,8743a1223ffffff,8743a122effffff,9,2.256101152269578,880,198,6.779921907472252,5.288267030694535,7.721836592946454,2.302585092994046,0.598231586047197,0.22118693446591073,0.015311383652802973,0.0,0.0,0.0,0.0,0.0,0.0
3338,8743a1223ffffff,8743a1231ffffff,13,3.8339182890385914,880,459,6.779921907472252,6.129050210060545,8.251903406935147,2.6390573296152584,0.44350659506602425,0.46866947428908223,0.07513932591498071,0.0,0.0,0.0,0.0,0.0,0.0
3339,8743a1223ffffff,8743a1234ffffff,1,6.764396710012465,880,13,6.779921907472252,2.5649493574615367,8.819576180424708,0.6931471805599453,0.06774789420763842,0.5415311488511603,0.38339730907481717,0.007323647866384091,0.0,0.0,0.0,0.0,0.0
3341,8743a1223ffffff,8743a1236ffffff,4,8.007661558547992,880,140,6.779921907472252,4.941642422609304,8.988278929789148,1.6094379124341003,0.015816826089141797,0.40838283257628494,0.5395238202334537,0.036276521101119674,0.0,0.0,0.0,0.0,0.0
3349,8743a1223ffffff,8743a1260ffffff,1,14.66913261651722,880,550,6.779921907472252,6.309918278226516,9.593568911076892,0.6931471805599453,0.0,4.8294826222624885e-05,0.20179798504533153,0.6624326221272249,0.13572109800122092,0.0,0.0,0.0,0.0
3351,8743a1223ffffff,8743a1262ffffff,1,13.546360971196911,880,1700,6.779921907472252,7.438383530044307,9.513947045065922,0.6931471805599453,0.0,0.004095514436498229,0.34200535475867255,0.5944305529337778,0.05946857787105131,0.0,0.0,0.0,0.0
3352,8743a1223ffffff,8743a1263ffffff,2,15.806361739616234,880,3765,6.779921907472252,8.233503140233994,9.66823104338914,1.0986122886681098,0.0,0.0,0.09833579523446426,0.6427551441807421,0.25820997801187623,0.0006990825729174009,0.0,0.0,0.0
3362,8743a1223ffffff,8743a1270ffffff,1,10.517706153982076,880,471,6.779921907472252,6.154858094016418,9.260910489562711,0.6931471805599453,0.0,0.12007143726809236,0.6565009019051853,0.22324265358893744,0.00018500723778502192,0.0,0.0,0.0,0.0
3363,8743a1223ffffff,8743a1271ffffff,2,12.74023050318428,880,570,6.779921907472252,6.345636360828596,9.452598510269288,1.0986122886681098,0.0,0.015386192541371612,0.44861620229889926,0.5085629171412307,0.027434688018498507,0.0,0.0,0.0,0.0
3365,8743a1223ffffff,8743a1274ffffff,1,9.02830737644465,880,58,6.779921907472252,4.060443010546419,9.10823094097142,0.6931471805599453,0.0018349182208696126,0.2784381842669435,0.6325690409215307,0.08715785659065614,0.0,0.0,0.0,0.0,0.0
3368,8743a1223ffffff,8743a12e0ffffff,7,14.608513422123673,880,268,6.779921907472252,5.5909869805108565,9.589428199749598,2.0794415416798357,0.0,7.999988582573634e-05,0.2086405596099685,0.6607761966978513,0.1305032438063546,0.0,0.0,0.0,0.0
3371,8743a1223ffffff,8743a12e4ffffff,4,12.173615540137849,880,174,6.779921907472252,5.159055299214529,9.407108369640115,1.6094379124341003,0.0,0.03010457124919331,0.5187603812043071,0.43744241581623605,0.013692631730263524,0.0,0.0,0.0,0.0
3375,8743a1223ffffff,8743a1301ffffff,2,12.172094108273464,880,5878,6.779921907472252,8.678971846978863,9.406983394281994,1.0986122886681098,0.0,0.03015321294756028,0.5189386516458725,0.43724423621088143,0.013663899195685883,0.0,0.0,0.0,0.0
3376,8743a1223ffffff,8743a1302ffffff,1,12.70336846077668,880,1333,6.779921907472252,7.195187320178709,9.449701186590936,0.6931471805599453,0.0,0.016151494373729307,0.4533656660069162,0.5041404927096436,0.026342346909710882,0.0,0.0,0.0,0.0
3379,8743a1223ffffff,8743a1308ffffff,10,8.762928499145572,880,1950,6.779921907472252,7.575584651557793,9.078399542209413,2.3978952727983707,0.0037862945942902767,0.3121460473299568,0.6130254199261982,0.07104223814955488,0.0,0.0,0.0,0.0,0.0
3380,8743a1223ffffff,8743a1309ffffff,6,8.30207902895596,880,1227,6.779921907472252,7.112327444710911,9.024381692337409,1.9459101490553132,0.009789993708017298,0.371274157597253,0.570929229126256,0.048006619568473866,0.0,0.0,0.0,0.0,0.0
3381,8743a1223ffffff,8743a130affffff,4,7.303444706060821,880,962,6.779921907472252,6.8690144506657065,8.896238305698045,1.6094379124341003,0.03921552070434741,0.4902475234825355,0.4542412899445051,0.01629566586861206,0.0,0.0,0.0,0.0,0.0
3382,8743a1223ffffff,8743a130bffffff,23,6.409393549726067,880,1713,6.779921907472252,7.44600149832412,8.76567594424316,3.1780538303479458,0.09258346187312182,0.5675483276050846,0.3361354031829593,0.003732807338834298,0.0,0.0,0.0,0.0,0.0
3383,8743a1223ffffff,8743a130cffffff,6,11.151317068903662,880,4099,6.779921907472252,8.318498320504338,9.319402564169277,1.9459101490553132,0.0,0.07601077102891463,0.6197498527718025,0.30220456758891856,0.0020348086103642326,0.0,0.0,0.0,0.0
3384,8743a1223ffffff,8743a130dffffff,7,10.521963533552523,880,1987,6.779921907472252,7.594381242551817,9.261315151330695,2.0794415416798357,0.0,0.11972962279790446,0.6563376568143693,0.22374311126704366,0.00018960912068266374,0.0,0.0,0.0,0.0
3390,8743a1223ffffff,8743a1314ffffff,4,16.386161860243124,880,246,6.779921907472252,5.5053315359323625,9.704253493854075,1.6094379124341003,0.0,0.0,0.06292813021343796,0.6004626120092692,0.33305801329252316,0.003551244484769863,0.0,0.0,0.0
3393,8743a1223ffffff,8743a1318ffffff,6,8.195662708195249,880,767,6.779921907472252,6.642486801367256,9.01148236360528,1.9459101490553132,0.011748520286553658,0.3847998430971294,0.5599383847358819,0.04351325188043518,0.0,0.0,0.0,0.0,0.0
3394,8743a1223ffffff,8743a1319ffffff,30,6.352765569992428,880,2677,6.779921907472252,7.892452043520352,8.756802919278263,3.4339872044851463,0.09703335161981569,0.571025335636507,0.3286406104089918,0.0033007023346854998,0.0,0.0,0.0,0.0,0.0
3396,8743a1223ffffff,8743a131bffffff,12,6.150824070969123,880,492,6.779921907472252,6.198478716492308,8.724503913729945,2.5649493574615367,0.11405997693428924,0.5817674200423606,0.30214040723001656,0.002032195793333781,0.0,0.0,0.0,0.0,0.0
3409,8743a1223ffffff,8743a1340ffffff,3,12.570042916268848,880,1109,6.779921907472252,7.011213987350367,9.4391512668195,1.3862943611198906,0.0,0.019130862352798563,0.47036361655689024,0.4878715965740542,0.022633924516257,0.0,0.0,0.0,0.0
3415,8743a1223ffffff,8743a1346ffffff,1,11.440565776448953,880,361,6.779921907472252,5.8888779583328805,9.345008124138854,0.6931471805599453,0.0,0.060128677527078,0.5956154962762664,0.34026981957644276,0.003986006620212892,0.0,0.0,0.0,0.0
3423,8743a1223ffffff,8743a1350ffffff,20,6.8625342603737485,880,1394,6.779921907472252,7.2399325913204695,8.83397778635606,3.044522437723423,0.06176848820540258,0.5331605934965892,0.39645599238433177,0.008614925913676493,0.0,0.0,0.0,0.0,0.0
3424,8743a1223ffffff,8743a1351ffffff,1,8.086163244474188,880,115,6.779921907472252,4.74493212836325,8.998033298928217,0.6931471805599453,0.01401989201910308,0.39859268337737214,0.5481956056328101,0.03919181897071474,0.0,0.0,0.0,0.0,0.0
3425,8743a1223ffffff,8743a1352ffffff,5,4.574420752235461,880,885,6.779921907472252,6.785587645007929,8.428453941182593,1.791759469228055,0.3181912989882667,0.5535637389797977,0.1276283225689362,0.0,0.0,0.0,0.0,0.0,0.0
3427,8743a1223ffffff,8743a1354ffffff,2,8.440402461424616,880,723,6.779921907472252,6.583409222158765,9.0409037422008,1.0986122886681098,0.007586956935219798,0.35357041065530004,0.5845468012438906,0.054295831165589684,0.0,0.0,0.0,0.0,0.0
3428,8743a1223ffffff,8743a1355ffffff,5,9.151249386331445,880,631,6.779921907472252,6.447305862541213,9.121754962628943,1.791759469228055,0.0012228418672803327,0.2630959824272564,0.6402972462331173,0.09538392947234592,0.0,0.0,0.0,0.0,0.0
3429,8743a1223ffffff,8743a1356ffffff,3,6.2446305658147665,880,729,6.779921907472252,6.591673732008658,8.739637388769827,1.3862943611198906,0.10592244501251757,0.5771072301335701,0.31439957320319295,0.0025707516507193595,0.0,0.0,0.0,0.0,0.0
3431,8743a1223ffffff,8743a135affffff,6,8.016709380793356,880,536,6.779921907472252,6.284134161070802,8.989408046697882,1.9459101490553132,0.01560231597120534,0.40725915825918,0.5405336313997545,0.03660489436986018,0.0,0.0,0.0,0.0,0.0
3432,8743a1223ffffff,8743a135bffffff,1,10.215306356785831,880,16,6.779921907472252,2.772588722239781,9.231740385201844,0.6931471805599453,0.0,0.14604985964074177,0.6648523172541398,0.18908451521232886,1.330789278955711e-05,0.0,0.0,0.0,0.0
3433,8743a1223ffffff,8743a135cffffff,1,9.689127955824043,880,25,6.779921907472252,3.2188758248682006,9.178862909733029,0.6931471805599453,6.008623645571138e-05,0.19954649842286848,0.6629211820255726,0.13747223331510328,0.0,0.0,0.0,0.0,0.0
3440,8743a1223ffffff,8743a136affffff,1,16.181036923508756,880,7513,6.779921907472252,8.92439013236916,9.691657074129411,0.6931471805599453,0.0,0.0,0.07426344895062444,0.6174622070559871,0.3060778543344014,0.002196489658987164,0.0,0.0,0.0
3445,8743a1223ffffff,8743a1370ffffff,4,12.492386353997304,880,1010,6.779921907472252,6.917705609835305,9.432954691591783,1.6094379124341003,0.0,0.02102425474791505,0.48011779097556984,0.47821438300565444,0.020643571270860712,0.0,0.0,0.0,0.0
3447,8743a1223ffffff,8743a1372ffffff,41,10.356072153640856,880,6377,6.779921907472252,8.760453046315272,9.245424865219132,3.7376696182833684,0.0,0.13353500493461382,0.6617757533425372,0.20462904778291288,6.01939399360321e-05,0.0,0.0,0.0,0.0
3448,8743a1223ffffff,8743a1373ffffff,2,10.675684246761088,880,995,6.779921907472252,6.902742737158593,9.275817600523911,1.0986122886681098,0.0,0.10781791521270781,0.6496386310266389,0.24213214295638139,0.0004113108042720314,0.0,0.0,0.0,0.0
3453,8743a1223ffffff,8743a1388ffffff,1,11.495398561165612,880,199,6.779921907472252,5.293304824724492,9.349789096709522,0.6931471805599453,0.0,0.057392433724805715,0.5905941342772897,0.3475547180378811,0.004458713960023429,0.0,0.0,0.0,0.0
3454,8743a1223ffffff,8743a1389ffffff,3,9.675883968108497,880,67,6.779921907472252,4.204692619390966,9.177495224327346,1.3862943611198906,6.809755755902808e-05,0.20102039959742776,0.662600813696621,0.13631068914839226,0.0,0.0,0.0,0.0,0.0
3456,8743a1223ffffff,8743a138dffffff,1,9.639559629861921,880,30,6.779921907472252,3.4011973816621555,9.173734438809829,0.6931471805599453,9.365485087002289e-05,0.20509052090361668,0.6616572859513957,0.13315853829411758,0.0,0.0,0.0,0.0,0.0
3457,8743a1223ffffff,8743a1390ffffff,1,21.31928114064982,880,9,6.779921907472252,2.1972245773362196,9.96741406490249,0.6931471805599453,0.0,0.0,0.0,0.06648699059730646,0.6062314072412869,0.32426608843524557,0.003015513726161075,0.0,0.0
3458,8743a1223ffffff,8743a1392ffffff,4,23.06336383001779,880,20,6.779921907472252,2.995732273553991,10.046044013995143,1.6094379124341003,0.0,0.0,0.0,0.009684625980430843,0.4062875988212627,0.5462753385201031,0.03775243667820344,0.0,0.0
3464,8743a1223ffffff,8743a13a8ffffff,2,11.27073607027896,880,92,6.779921907472252,4.5217885770490405,9.330053638673354,1.0986122886681098,0.0,0.06915253392771288,0.6102836470060002,0.317827890149069,0.002735928917218048,0.0,0.0,0.0,0.0
3467,8743a1223ffffff,8743a13abffffff,2,10.20083314622557,880,161,6.779921907472252,5.081404364984463,9.230322703342813,1.0986122886681098,0.0,0.14737923057042696,0.665085710140172,0.187524258763261,1.0800526139949672e-05,0.0,0.0,0.0,0.0
3469,8743a1223ffffff,8743a13adffffff,11,10.505310445934228,880,905,6.779921907472252,6.807934943699926,9.259731350471414,2.4849066497880004,0.0,0.12107036129469723,0.6569692219377116,0.22178838305363954,0.00017203371395162198,0.0,0.0,0.0,0.0
3472,8743a1223ffffff,8743a13b3ffffff,1,20.387171627756306,880,6,6.779921907472252,1.791759469228055,9.92271018950162,0.6931471805599453,0.0,0.0,0.0,0.13087015761015092,0.6609027428961115,0.2081508810950476,7.621839869006927e-05,0.0,0.0
3571,8743a1224ffffff,8743a1200ffffff,17,8.761509104870676,4105,615,8.31996102188653,6.421622267806518,9.078237570414565,2.8903717578961645,0.003799342539068909,0.312327817534803,0.6129109638520752,0.07096187607405302,0.0,0.0,0.0,0.0,0.0
3572,8743a1224ffffff,8743a1201ffffff,2,9.738293781713546,4105,115,8.31996102188653,4.74493212836325,9.18392388699689,1.0986122886681098,3.584859351331773e-05,0.19412344467091028,0.6639987580661014,0.14184194866947503,0.0,0.0,0.0,0.0,0.0
3573,8743a1224ffffff,8743a1202ffffff,1,10.51797574264669,4105,68,8.31996102188653,4.219507705176107,9.260936118685345,0.6931471805599453,0.0,0.12004977339283984,0.6564906010935477,0.22327432910504683,0.00018529640856557473,0.0,0.0,0.0,0.0
3574,8743a1224ffffff,8743a1203ffffff,7,11.149614968319227,4105,664,8.31996102188653,6.498282149476434,9.31924992947668,2.0794415416798357,0.0,0.07611166414480316,0.6198794752441615,0.3019830634134223,0.0020257971976131556,0.0,0.0,0.0,0.0
3575,8743a1224ffffff,8743a1204ffffff,41,6.408361858630468,4105,776,8.31996102188653,6.654152520183219,8.765514990923075,3.7376696182833684,0.09266329099024384,0.5676134259305253,0.335998667105539,0.003724615973691957,0.0,0.0,0.0,0.0,0.0
3576,8743a1224ffffff,8743a1205ffffff,20,7.303629404478579,4105,825,8.31996102188653,6.715383386334681,8.896263591135899,3.044522437723423,0.03920746314823504,0.4902279333074447,0.454265017427435,0.0162995861168854,0.0,0.0,0.0,0.0,0.0
3577,8743a1224ffffff,8743a1206ffffff,3,8.298944305727753,4105,172,8.31996102188653,5.147494476813453,9.024004083608894,1.3862943611198906,0.00984431710883593,0.3716739723402616,0.5706116818836972,0.04787002866720542,0.0,0.0,0.0,0.0,0.0
3580,8743a1224ffffff,8743a1220ffffff,479,2.4344818048807015,4105,5552,8.31996102188653,8.62191350218664,7.797899882424481,6.173786103901937,0.5958810473363484,0.24979348559715497,0.019237929800101253,0.0,0.0,0.0,0.0,0.0,0.0
3581,8743a1224ffffff,8743a1221ffffff,125,4.098983092790974,4105,2040,8.31996102188653,7.620705086838262,8.318738128974378,4.836281906951478,0.3992668458066861,0.503055056388418,0.0918263067837741,0.0,0.0,0.0,0.0,0.0,0.0
3582,8743a1224ffffff,8743a1222ffffff,37,4.149966978914012,4105,590,8.31996102188653,6.380122536899765,8.331096593050068,3.6375861597263857,0.3905828852072135,0.5092079836560911,0.0952955585288201,0.0,0.0,0.0,0.0,0.0,0.0
3583,8743a1224ffffff,8743a1223ffffff,43,4.869025175935763,4105,880,8.31996102188653,6.779921907472252,8.490854385659938,3.784189633918261,0.27012940061416607,0.5759433484007087,0.15390927662419424,0.0,0.0,0.0,0.0,0.0,0.0
3584,8743a1224ffffff,8743a1224ffffff,461,0.0,4105,4105,8.31996102188653,8.31996102188653,0.0,6.135564891081739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3585,8743a1224ffffff,8743a1225ffffff,191,2.25567412408426,4105,2188,8.31996102188653,7.690743163541872,7.721647381849114,5.2574953720277815,0.598230894402281,0.22111914464787885,0.015302691017439793,0.0,0.0,0.0,0.0,0.0,0.0
3586,8743a1224ffffff,8743a1226ffffff,93,2.2865985432086715,4105,1494,8.31996102188653,7.309212365692763,7.735257875220129,4.543294782270004,0.5982009842218016,0.22603789868183438,0.015940740942983044,0.0,0.0,0.0,0.0,0.0,0.0
3587,8743a1224ffffff,8743a1228ffffff,5,8.19925200761074,4105,113,8.31996102188653,4.727387818712341,9.011920165415562,1.791759469228055,0.01167854701540444,0.38434538951152797,0.5603160274137176,0.043660036059350045,0.0,0.0,0.0,0.0,0.0
3588,8743a1224ffffff,8743a1229ffffff,1,10.211782059486874,4105,78,8.31996102188653,4.356708826689592,9.231395357830863,0.6931471805599453,0.0,0.1463728285019318,0.6649105961292192,0.18870391033839146,1.2665030457537549e-05,0.0,0.0,0.0,0.0
3589,8743a1224ffffff,8743a122affffff,1,8.70648492692944,4105,40,8.31996102188653,3.6888794541139363,9.071938271194092,0.6931471805599453,0.0043285703188604375,0.3193818014482631,0.608396557533958,0.06789307069891841,0.0,0.0,0.0,0.0,0.0
3591,8743a1224ffffff,8743a122dffffff,2,8.313675491668066,4105,41,8.31996102188653,3.713572066704308,9.025777364006538,1.0986122886681098,0.009590769453858308,0.36979446238887614,0.5721005916783458,0.048514176478919854,0.0,0.0,0.0,0.0,0.0
3592,8743a1224ffffff,8743a122effffff,2,6.353972998974226,4105,198,8.31996102188653,5.288267030694535,8.756992934829984,1.0986122886681098,0.0969370138869565,0.5709532588771923,0.3288001787522196,0.003309548483631598,0.0,0.0,0.0,0.0,0.0
3593,8743a1224ffffff,8743a1231ffffff,25,6.242304924576382,4105,459,8.31996102188653,6.129050210060545,8.739264956504956,3.258096538021482,0.10611935521936294,0.5772297909611065,0.3140944859108763,0.002556367908654432,0.0,0.0,0.0,0.0,0.0
3594,8743a1224ffffff,8743a1234ffffff,1,5.8955731038362575,4105,13,8.31996102188653,2.5649493574615367,8.682126631288542,0.6931471805599453,0.1382889790168637,0.5913614748294055,0.26939181886230074,0.0009577272914299313,0.0,0.0,0.0,0.0,0.0
3596,8743a1224ffffff,8743a1236ffffff,3,8.078067756726364,4105,140,8.31996102188653,4.941642422609304,8.997031768215967,1.3862943611198906,0.014198557154709968,0.39960639525440367,0.5473108390666934,0.03888420852419305,0.0,0.0,0.0,0.0,0.0
3606,8743a1224ffffff,8743a1262ffffff,2,16.634745925281933,4105,1700,8.31996102188653,7.438383530044307,9.719309028161536,1.0986122886681098,0.0,0.0,0.0508150448163828,0.5772456394374561,0.3661144016195531,0.005824914126608232,0.0,0.0,0.0
3607,8743a1224ffffff,8743a1263ffffff,1,18.832087554649082,4105,3765,8.31996102188653,8.233503140233994,9.843370578185644,0.6931471805599453,0.0,0.0,0.0021240737685327775,0.30436607949627137,0.6184781087720426,0.0750317379631533,0.0,0.0,0.0
3620,8743a1224ffffff,8743a1274ffffff,1,12.310160563961697,4105,58,8.31996102188653,4.060443010546419,9.41826149287933,0.6931471805599453,0.0,0.025948831516529467,0.5025088395542457,0.45510371354958074,0.016438615379644018,0.0,0.0,0.0,0.0
3621,8743a1224ffffff,8743a1275ffffff,1,14.457358468069629,4105,139,8.31996102188653,4.9344739331306915,9.579027967005105,0.6931471805599453,0.0,0.00021304817923173844,0.22618087196552344,0.6555274179173324,0.11807866193791258,0.0,0.0,0.0,0.0
3623,8743a1224ffffff,8743a12e0ffffff,2,19.477538598059436,4105,268,8.31996102188653,5.5909869805108565,9.877068553748838,1.0986122886681098,0.0,0.0,0.00019015220723443796,0.22380166856937378,0.656318486627662,0.11968969259572981,0.0,0.0,0.0
3626,8743a1224ffffff,8743a12e4ffffff,2,17.04264071607361,4105,174,8.31996102188653,5.159055299214529,9.743532434608463,1.0986122886681098,0.0,0.0,0.0344866496151471,0.5338621248983766,0.4202876581430835,0.01136356734339277,0.0,0.0,0.0
3628,8743a1224ffffff,8743a12e6ffffff,1,18.387212776549465,4105,43,8.31996102188653,3.7612001156935624,9.819465128348698,0.6931471805599453,0.0,0.0,0.005593323773039472,0.36318707025510755,0.5794033328607736,0.051816273111079406,0.0,0.0,0.0
3629,8743a1224ffffff,8743a1300ffffff,36,8.703302564167403,4105,3349,8.31996102188653,8.116417072794205,9.07157272999976,3.6109179126442243,0.004360597001355481,0.31979016871532684,0.6081308910655844,0.0677183432177333,0.0,0.0,0.0,0.0,0.0
3630,8743a1224ffffff,8743a1301ffffff,70,7.303068932337703,4105,5878,8.31996102188653,8.678971846978863,8.896186859844962,4.2626798770413155,0.03923191741894059,0.4902873764631437,0.45419301415566393,0.016287691962251858,0.0,0.0,0.0,0.0,0.0
3631,8743a1224ffffff,8743a1302ffffff,29,8.194097577038745,4105,1333,8.31996102188653,7.195187320178709,9.01129139800622,3.4011973816621555,0.011779119770476652,0.38499796739015996,0.5597735637573268,0.043449349082036695,0.0,0.0,0.0,0.0,0.0
3632,8743a1224ffffff,8743a1303ffffff,57,6.351812997620496,4105,2745,8.31996102188653,7.917536353943631,8.756652985546118,4.060443010546419,0.09710940000771927,0.5710821349732205,0.3285147305088753,0.0032937345101850947,0.0,0.0,0.0,0.0,0.0
3634,8743a1224ffffff,8743a1308ffffff,198,4.1509534622178474,4105,1950,8.31996102188653,7.575584651557793,8.331334216261196,5.293304824724492,0.3904145317355341,0.5093254503232437,0.09536353243757388,0.0,0.0,0.0,0.0,0.0,0.0
3635,8743a1224ffffff,8743a1309ffffff,42,4.575002889731209,4105,1227,8.31996102188653,7.112327444710911,8.42858116455664,3.7612001156935624,0.3180935460244977,0.553615287066728,0.12767705443567398,0.0,0.0,0.0,0.0,0.0,0.0
3636,8743a1224ffffff,8743a130affffff,122,2.434419530125058,4105,962,8.31996102188653,6.8690144506657065,7.797874312308659,4.812184355372417,0.5958827590911558,0.24978341265674128,0.01923645350227586,0.0,0.0,0.0,0.0,0.0,0.0
3637,8743a1224ffffff,8743a130bffffff,269,2.2872005949732017,4105,1713,8.31996102188653,7.44600149832412,7.735521021284816,5.598421958998375,0.598198800195484,0.226133847632755,0.015953335648362023,0.0,0.0,0.0,0.0,0.0,0.0
3638,8743a1224ffffff,8743a130cffffff,100,6.409721214831679,4105,4099,8.31996102188653,8.318498320504338,8.765727057599792,4.61512051684126,0.09255811774092439,0.5675276388926029,0.33617883193932685,0.003735411427145953,0.0,0.0,0.0,0.0,0.0
3639,8743a1224ffffff,8743a130dffffff,42,6.245432736728105,4105,1987,8.31996102188653,7.594381242551817,8.739765817660238,3.7612001156935624,0.10585458237672177,0.5770648741368322,0.31450481804278996,0.00257572544365613,0.0,0.0,0.0,0.0,0.0
3640,8743a1224ffffff,8743a130effffff,1,4.86877607702405,4105,168,8.31996102188653,5.123963979403259,8.490803234942323,0.6931471805599453,0.2701685450400208,0.575927721972061,0.15388565587637107,0.0,0.0,0.0,0.0,0.0,0.0
3641,8743a1224ffffff,8743a1310ffffff,1,10.503072504046845,4105,81,8.31996102188653,4.394449154672439,9.259518318476598,0.6931471805599453,0.0,0.12125129705859199,0.6570526631633967,0.22152628168806196,0.00016975808994948303,0.0,0.0,0.0,0.0
3642,8743a1224ffffff,8743a1311ffffff,13,8.306262127451449,4105,750,8.31996102188653,6.620073206530356,9.024885366349222,2.6390573296152584,0.009717814204112964,0.3707405137300308,0.571352375838681,0.04818929622717543,0.0,0.0,0.0,0.0,0.0
3644,8743a1224ffffff,8743a1313ffffff,2,9.016179286365942,4105,104,8.31996102188653,4.6443908991413725,9.106886846452504,1.0986122886681098,0.0019044864271670467,0.2799630002981912,0.6317595116579836,0.08637300161665803,0.0,0.0,0.0,0.0,0.0
3645,8743a1224ffffff,8743a1314ffffff,9,12.295316997783047,4105,246,8.31996102188653,5.5053315359323625,9.417055065447524,2.302585092994046,0.0,0.026380793331085967,0.5042987897447303,0.4531966409606722,0.016123775963511604,0.0,0.0,0.0,0.0
3646,8743a1224ffffff,8743a1315ffffff,12,10.202415158210005,4105,807,8.31996102188653,6.693323668269949,9.230477762665199,2.5649493574615367,0.0,0.14723353099397468,0.6650609641472046,0.18769444708166563,1.1057777155066611e-05,0.0,0.0,0.0,0.0
3648,8743a1224ffffff,8743a1318ffffff,83,4.509393649188241,4105,767,8.31996102188653,6.642486801367256,8.414139712321486,4.430816798843313,0.3291585822330221,0.5476342523845188,0.12226247502106104,0.0,0.0,0.0,0.0,0.0,0.0
3649,8743a1224ffffff,8743a1319ffffff,624,2.255022685296156,4105,2677,8.31996102188653,7.892452043520352,7.721358668106469,6.437751649736401,0.5982297793829018,0.22101573741326214,0.015289436592500923,0.0,0.0,0.0,0.0,0.0,0.0
3650,8743a1224ffffff,8743a131affffff,1,5.858951739729809,4105,7,8.31996102188653,1.9459101490553132,8.675896646996158,0.6931471805599453,0.14202371586808948,0.5923484362125458,0.2647828706473746,0.0008449772719900972,0.0,0.0,0.0,0.0,0.0
3651,8743a1224ffffff,8743a131bffffff,32,3.833841780355864,4105,492,8.31996102188653,6.198478716492308,8.251883456198216,3.4965075614664802,0.44351905481834086,0.46865901588806447,0.07513482762183069,0.0,0.0,0.0,0.0,0.0,0.0
3652,8743a1224ffffff,8743a131cffffff,12,6.149517995565489,4105,867,8.31996102188653,6.7650389767805414,8.724291584174894,2.5649493574615367,0.11417612243139036,0.5818281480996872,0.301970444870487,0.0020252845984355243,0.0,0.0,0.0,0.0,0.0
3653,8743a1224ffffff,8743a131dffffff,17,4.097694483642937,4105,544,8.31996102188653,6.298949246855942,8.318423783362752,2.8903717578961645,0.3994858500386428,0.5028974849094443,0.0917397309031311,0.0,0.0,0.0,0.0,0.0,0.0
3654,8743a1224ffffff,8743a131effffff,15,6.7631126098722545,4105,698,8.31996102188653,6.548219102762372,8.819386358293881,2.772588722239781,0.0678285866806519,0.5416375029519469,0.38322624097325014,0.007307669394151007,0.0,0.0,0.0,0.0,0.0
