,origin,destination,flow,origin_centroid,destination_centroid
48,872a100d5ffffff,872a1008dffffff,496176.9693898963,POINT (-73.92770161232309 40.74354854892256),POINT (-73.94478999673571 40.79862677673566)
49,872a100d5ffffff,872a10762ffffff,108623.20832391603,POINT (-73.92770161232309 40.74354854892256),POINT (-73.95335841219583 40.63191424192436)
50,872a100d5ffffff,872a10381ffffff,2953.6687779809554,POINT (-73.92770161232309 40.74354854892256),POINT (-73.75738843440455 40.58159499195297)
51,872a100d5ffffff,872a10003ffffff,10925.878977201559,POINT (-73.92770161232309 40.74354854892256),POINT (-73.79627628951089 40.83952879469722)
52,872a100d5ffffff,872a100a0ffffff,7337.27344754036,POINT (-73.92770161232309 40.74354854892256),POINT (-73.93333195220114 40.89157131589269)
53,872a100d5ffffff,872a1060dffffff,2465.5149274999944,POINT (-73.92770161232309 40.74354854892256),POINT (-74.1434926970633 40.534305708566)
54,872a100d5ffffff,872a10018ffffff,65773.89895061454,POINT (-73.92770161232309 40.74354854892256),POINT (-73.84058833831092 40.819874870149185)
55,872a100d5ffffff,872a10623ffffff,9162.968215740104,POINT (-73.92770161232309 40.74354854892256),POINT (-74.14663020358942 40.60808893575033)
56,872a100d5ffffff,872a100edffffff,55471.42243081307,POINT (-73.92770161232309 40.74354854892256),POINT (-73.77677881822224 40.71045816436807)
57,872a100d5ffffff,872a100acffffff,523070.8151056868,POINT (-73.92770161232309 40.74354854892256),POINT (-73.90192298305064 40.85533108578285)
58,872a100d5ffffff,872a10676ffffff,6.448332364392569,POINT (-73.92770161232309 40.74354854892256),POINT (-74.11369721846908 40.5351518770636)
59,872a100d5ffffff,872a100a9ffffff,357085.6394683211,POINT (-73.92770161232309 40.74354854892256),POINT (-73.90053795457045 40.81831654981894)
60,872a100d5ffffff,872a10775ffffff,132531.57925101367,POINT (-73.92770161232309 40.74354854892256),POINT (-73.969002601761 40.64997472195432)
61,872a100d5ffffff,872a100c6ffffff,343145.709573617,POINT (-73.92770161232309 40.74354854892256),POINT (-73.89777444491043 40.744338791625815)
62,872a100d5ffffff,872a100f4ffffff,12492.816285592078,POINT (-73.92770161232309 40.74354854892256),POINT (-73.88486486777501 40.80020811701585)
63,872a100d5ffffff,872a100e2ffffff,65748.33203538162,POINT (-73.92770161232309 40.74354854892256),POINT (-73.85355553791291 40.76399786134786)
64,872a100d5ffffff,872a100adffffff,297393.14504829765,POINT (-73.92770161232309 40.74354854892256),POINT (-73.8862369801121 40.83721424388738)
65,872a100d5ffffff,872a10055ffffff,31328.61335895101,POINT (-73.92770161232309 40.74354854892256),POINT (-73.71820602159082 40.7489176767294)
66,872a100d5ffffff,872a10012ffffff,359292.98221946287,POINT (-73.92770161232309 40.74354854892256),POINT (-73.8876112605299 40.87423745965647)
67,872a100d5ffffff,872a100e3ffffff,57974.61402459163,POINT (-73.92770161232309 40.74354854892256),POINT (-73.8379192706546 40.74589605375727)
68,872a100d5ffffff,872a10089ffffff,576479.7905662756,POINT (-73.92770161232309 40.74354854892256),POINT (-73.95905632248468 40.77973030258228)
69,872a100d5ffffff,872a10725ffffff,173686.52794411324,POINT (-73.92770161232309 40.74354854892256),POINT (-74.00324950005592 40.76002656862135)
70,872a100d5ffffff,872a10744ffffff,87680.56265146376,POINT (-73.92770161232309 40.74354854892256),POINT (-73.96757087314788 40.613055194637376)
71,872a100d5ffffff,872a1072effffff,12671.608638238204,POINT (-73.92770161232309 40.74354854892256),POINT (-74.03170168892761 40.722238702667774)
72,872a100d5ffffff,872a100abffffff,432372.88278440904,POINT (-73.92770161232309 40.74354854892256),POINT (-73.93051233940314 40.81752573691538)
73,872a100d5ffffff,872a100ccffffff,104707.3452721644,POINT (-73.92770161232309 40.74354854892256),POINT (-73.8508692172347 40.690070695694054)
74,872a100d5ffffff,872a10729ffffff,116632.39654111903,POINT (-73.92770161232309 40.74354854892256),POINT (-74.00032765557636 40.68610231541507)
75,872a100d5ffffff,872a10380ffffff,12944.166441854457,POINT (-73.92770161232309 40.74354854892256),POINT (-73.77293811967327 40.599668624727386)
76,872a100d5ffffff,872a10073ffffff,495.1613060044364,POINT (-73.92770161232309 40.74354854892256),POINT (-73.70385504243615 40.76777544750239)
77,872a100d5ffffff,872a10604ffffff,2643.2594096343496,POINT (-73.92770161232309 40.74354854892256),POINT (-74.17647205441112 40.60723430826448)
78,872a100d5ffffff,872a106e6ffffff,1241.8049554217982,POINT (-73.92770161232309 40.74354854892256),POINT (-74.24694979804238 40.51284946014415)
79,872a100d5ffffff,872a10603ffffff,22.12283269573014,POINT (-73.92770161232309 40.74354854892256),POINT (-74.20469666275737 40.56947257970427)
80,872a100d5ffffff,872a100e8ffffff,96710.79790065302,POINT (-73.92770161232309 40.74354854892256),POINT (-73.80668347109146 40.709699117157164)
81,872a100d5ffffff,872a10772ffffff,23481.23480965736,POINT (-73.92770161232309 40.74354854892256),POINT (-74.02873741783415 40.64834941980643)
82,872a100d5ffffff,872a1039cffffff,7548.408383119765,POINT (-73.92770161232309 40.74354854892256),POINT (-73.81703341499272 40.58007849991933)
83,872a100d5ffffff,872a1060effffff,5873.046180949253,POINT (-73.92770161232309 40.74354854892256),POINT (-74.18898610859068 40.55146113680239)
84,872a100d5ffffff,872a10766ffffff,112732.67921028646,POINT (-73.92770161232309 40.74354854892256),POINT (-73.93913470136124 40.650775814164305)
85,872a100d5ffffff,872a10014ffffff,150748.12038225066,POINT (-73.92770161232309 40.74354854892256),POINT (-73.84326584436963 40.89392208282281)
86,872a100d5ffffff,872a10384ffffff,3685.0685010177276,POINT (-73.92770161232309 40.74354854892256),POINT (-73.75865393617761 40.618499155362045)
87,872a100d5ffffff,872a10750ffffff,9794.531851322836,POINT (-73.92770161232309 40.74354854892256),POINT (-74.05710220387016 40.61060667604181)
88,872a100d5ffffff,872a10745ffffff,70578.58974486962,POINT (-73.92770161232309 40.74354854892256),POINT (-73.95193952825967 40.59500315930357)
89,872a100d5ffffff,872a10395ffffff,539.5245181823994,POINT (-73.92770161232309 40.74354854892256),POINT (-73.81834577351408 40.616982206441726)
90,872a100d5ffffff,872a100d6ffffff,366294.7558756564,POINT (-73.92770161232309 40.74354854892256),POINT (-73.97331132836794 40.760836321833665)
91,872a100d5ffffff,872a100deffffff,318190.51236749475,POINT (-73.92770161232309 40.74354854892256),POINT (-73.95620288186679 40.705787963843306)
92,872a100d5ffffff,872a1039affffff,904.2390633035329,POINT (-73.92770161232309 40.74354854892256),POINT (-73.86109357282022 40.560475762434926)
93,872a100d5ffffff,872a100e6ffffff,49438.0067469767,POINT (-73.92770161232309 40.74354854892256),POINT (-73.83925275217695 40.78287690288478)
94,872a100d5ffffff,872a10059ffffff,1180.6660121802115,POINT (-73.92770161232309 40.74354854892256),POINT (-73.7157336691604 40.67500562694229)
95,872a100d5ffffff,872a1005cffffff,3643.1223552991873,POINT (-73.92770161232309 40.74354854892256),POINT (-73.71696887208806 40.711953073110095)
96,872a100d5ffffff,872a103b6ffffff,37050.150965110755,POINT (-73.92770161232309 40.74354854892256),POINT (-73.80537770338422 40.672752318134776)
97,872a100d5ffffff,872a10618ffffff,54.53798664177416,POINT (-73.92770161232309 40.74354854892256),POINT (-74.2485978345278 40.54972240031776)
98,872a100d5ffffff,872a1008cffffff,306040.51009401877,POINT (-73.92770161232309 40.74354854892256),POINT (-73.96048642016702 40.816727155947284)
99,872a100d5ffffff,872a100a1ffffff,228570.03385015874,POINT (-73.92770161232309 40.74354854892256),POINT (-73.91762130302915 40.87345011234654)
100,872a100d5ffffff,872a10620ffffff,15475.003770241347,POINT (-73.92770161232309 40.74354854892256),POINT (-74.13248917758186 40.62697002400594)
101,872a100d5ffffff,872a1001bffffff,44829.598520109175,POINT (-73.92770161232309 40.74354854892256),POINT (-73.85490187679954 40.80098714478314)
102,872a100d5ffffff,872a10033ffffff,7678.653347401821,POINT (-73.92770161232309 40.74354854892256),POINT (-73.81324327218115 40.89469007923375)
103,872a100d5ffffff,872a1072cffffff,268442.1383954669,POINT (-73.92770161232309 40.74354854892256),POINT (-74.00178742734393 40.72305587000728)
104,872a100d5ffffff,872a10625ffffff,13846.689515226046,POINT (-73.92770161232309 40.74354854892256),POINT (-74.10263498379425 40.62781330541629)
105,872a100d5ffffff,872a100caffffff,127320.58144782418,POINT (-73.92770161232309 40.74354854892256),POINT (-73.8950196306596 40.67042957838282)
106,872a100d5ffffff,872a1039effffff,7842.223457708983,POINT (-73.92770161232309 40.74354854892256),POINT (-73.846855554112 40.57930873317775)
107,872a100d5ffffff,872a1062dffffff,6015.217745667714,POINT (-73.92770161232309 40.74354854892256),POINT (-74.08542210653394 40.57287414242159)
108,872a100d5ffffff,872a100d4ffffff,300943.6878200254,POINT (-73.92770161232309 40.74354854892256),POINT (-73.9433728299659 40.76163832804954)
109,872a100d5ffffff,872a1076affffff,9269.409421728456,POINT (-73.92770161232309 40.74354854892256),POINT (-73.93632037290811 40.57695335354048)
110,872a100d5ffffff,872a100d3ffffff,286969.2620833594,POINT (-73.92770161232309 40.74354854892256),POINT (-73.97187282404103 40.72386530438469)
111,872a100d5ffffff,872a10396ffffff,96.82088627488857,POINT (-73.92770161232309 40.74354854892256),POINT (-73.86378857054966 40.634282414115695)
112,872a100d5ffffff,872a100d2ffffff,478398.759244644,POINT (-73.92770161232309 40.74354854892256),POINT (-73.98755502609038 40.741944841856814)
113,872a100d5ffffff,872a100ebffffff,75378.77347272862,POINT (-73.92770161232309 40.74354854892256),POINT (-73.82097668734008 40.69084121014176)
114,872a100d5ffffff,872a100dcffffff,176462.21361258446,POINT (-73.92770161232309 40.74354854892256),POINT (-73.92629956781565 40.706585649133096)
115,872a100d5ffffff,872a10709ffffff,4446.982230448114,POINT (-73.92770161232309 40.74354854892256),POINT (-74.05860430105471 40.647525210593365)
116,872a100d5ffffff,872a100c0ffffff,153447.20874114166,POINT (-73.92770161232309 40.74354854892256),POINT (-73.88212712685899 40.72624720624336)
117,872a100d5ffffff,872a10054ffffff,22219.900504204994,POINT (-73.92770161232309 40.74354854892256),POINT (-73.73379556611397 40.767035428492335)
118,872a100d5ffffff,872a10085ffffff,8407.863360598436,POINT (-73.92770161232309 40.74354854892256),POINT (-73.9619187765415 40.85374110659304)
119,872a100d5ffffff,872a10621ffffff,10940.595376784857,POINT (-73.92770161232309 40.74354854892256),POINT (-74.1167879341033 40.60893587315454)
120,872a100d5ffffff,872a10746ffffff,94778.25392245999,POINT (-73.92770161232309 40.74354854892256),POINT (-73.99741499318925 40.61224671370841)
121,872a100d5ffffff,872a1076bffffff,1627.8736266144756,POINT (-73.92770161232309 40.74354854892256),POINT (-73.92071339515918 40.558905784908035)
122,872a100d5ffffff,872a100ddffffff,180964.38923046732,POINT (-73.92770161232309 40.74354854892256),POINT (-73.91065348360242 40.68850650424379)
123,872a100d5ffffff,872a100e9ffffff,52801.31876184174,POINT (-73.92770161232309 40.74354854892256),POINT (-73.79108391466468 40.691604003348715)
124,872a100d5ffffff,872a10753ffffff,10895.564521259572,POINT (-73.92770161232309 40.74354854892256),POINT (-74.07126775982853 40.59173912932701)
125,872a100d5ffffff,872a1061dffffff,1821.9354575656987,POINT (-73.92770161232309 40.74354854892256),POINT (-74.21879219991622 40.550595602857676)
126,872a100d5ffffff,872a100e0ffffff,193754.60215604253,POINT (-73.92770161232309 40.74354854892256),POINT (-73.8236158960972 40.76476887627552)
127,872a100d5ffffff,872a1060cffffff,8287.093157671557,POINT (-73.92770161232309 40.74354854892256),POINT (-74.1591795766735 40.552319001697136)
128,872a100d5ffffff,872a100a5ffffff,110170.23903202615,POINT (-73.92770161232309 40.74354854892256),POINT (-73.90331020086167 40.892362700847634)
129,872a100d5ffffff,872a100cbffffff,38954.35051626346,POINT (-73.92770161232309 40.74354854892256),POINT (-73.87939799697544 40.65235487914568)
130,872a100d5ffffff,872a10760ffffff,62017.77691095558,POINT (-73.92770161232309 40.74354854892256),POINT (-73.92350209078712 40.63271133248804)
131,872a100d5ffffff,872a10189ffffff,21130.31396811992,POINT (-73.92770161232309 40.74354854892256),POINT (-73.85895366794986 40.91205756916233)
132,872a100d5ffffff,872a10052ffffff,47274.597668641116,POINT (-73.92770161232309 40.74354854892256),POINT (-73.77806308600535 40.74742234952647)
133,872a100d5ffffff,872a10008ffffff,1530.3816453227205,POINT (-73.92770161232309 40.74354854892256),POINT (-73.76501139451372 40.80327765499352)
134,872a100d5ffffff,872a100f2ffffff,174991.8496945714,POINT (-73.92770161232309 40.74354854892256),POINT (-73.92910586777482 40.78052858450962)
135,872a100d5ffffff,872a10013ffffff,201783.55779738072,POINT (-73.92770161232309 40.74354854892256),POINT (-73.87192464476466 40.85611440235877)
136,872a100d5ffffff,872a100aeffffff,387544.11125774117,POINT (-73.92770161232309 40.74354854892256),POINT (-73.93192103245681 40.854539987086014)
137,872a100d5ffffff,872a10626ffffff,4370.914087594442,POINT (-73.92770161232309 40.74354854892256),POINT (-74.14820265675982 40.64500635503057)
138,872a100d5ffffff,872a1072bffffff,1838.0616052889745,POINT (-73.92770161232309 40.74354854892256),POINT (-74.03021838714739 40.68528548005523)
139,872a100d5ffffff,872a10776ffffff,9603.643897908436,POINT (-73.92770161232309 40.74354854892256),POINT (-74.01453816454412 40.667224602281145)
140,872a100d5ffffff,872a100f5ffffff,14359.357619907461,POINT (-73.92770161232309 40.74354854892256),POINT (-73.86920406625637 40.78210188497774)
141,872a100d5ffffff,872a10771ffffff,124048.00114207425,POINT (-73.92770161232309 40.74354854892256),POINT (-73.98321441951826 40.631109451969756)
142,872a100d5ffffff,872a10394ffffff,460.2348130186504,POINT (-73.92770161232309 40.74354854892256),POINT (-73.83393140414258 40.63505640454999)
143,872a100d5ffffff,872a10053ffffff,30703.528544351193,POINT (-73.92770161232309 40.74354854892256),POINT (-73.76246240241892 40.72931479382194)
144,872a100d5ffffff,872a10385ffffff,16304.915469229934,POINT (-73.92770161232309 40.74354854892256),POINT (-73.7431037019832 40.60041929736089)
145,872a100d5ffffff,872a100c2ffffff,63389.284690089924,POINT (-73.92770161232309 40.74354854892256),POINT (-73.9120426574933 40.72546097283922)
146,872a100d5ffffff,872a100c5ffffff,199076.53817400974,POINT (-73.92770161232309 40.74354854892256),POINT (-73.85221131972635 40.727025705339386)
147,872a100d5ffffff,872a10016ffffff,81157.96521018243,POINT (-73.92770161232309 40.74354854892256),POINT (-73.87328815942395 40.8931462899282)
148,872a100d5ffffff,872a10600ffffff,242.24413264872533,POINT (-73.92770161232309 40.74354854892256),POINT (-74.19058995144913 40.58835215058453)
149,872a100d5ffffff,872a100f1ffffff,220728.05957581085,POINT (-73.92770161232309 40.74354854892256),POINT (-73.88349491839357 40.76321909813007)
150,872a100d5ffffff,872a10761ffffff,21716.56718468883,POINT (-73.92770161232309 40.74354854892256),POINT (-73.90788168460736 40.614649078911405)
151,872a100d5ffffff,872a10606ffffff,169.0555543200672,POINT (-73.92770161232309 40.74354854892256),POINT (-74.20631347038696 40.606371991132946)
152,872a100d5ffffff,872a100dbffffff,176184.76792774163,POINT (-73.92770161232309 40.74354854892256),POINT (-73.95477952830825 40.668842516356385)
153,872a100d5ffffff,872a1062bffffff,4628.828015644408,POINT (-73.92770161232309 40.74354854892256),POINT (-74.12937262028835 40.55316919710053)
154,872a100d5ffffff,872a10763ffffff,55142.85328867677,POINT (-73.92770161232309 40.74354854892256),POINT (-73.93772643155732 40.61385598315221)
155,872a100d5ffffff,872a10619ffffff,692.3909449745953,POINT (-73.92770161232309 40.74354854892256),POINT (-74.23287657449306 40.53172122726724)
156,872a100d5ffffff,872a10051ffffff,34884.14169008252,POINT (-73.92770161232309 40.74354854892256),POINT (-73.73254565237744 40.73006235279661)
157,872a100d5ffffff,872a10770ffffff,97741.63613511778,POINT (-73.92770161232309 40.74354854892256),POINT (-73.9988701793276 40.64916592371647)
158,872a100d5ffffff,872a1062effffff,3546.8291341649533,POINT (-73.92770161232309 40.74354854892256),POINT (-74.13092967529492 40.590061006944076)
159,872a100d5ffffff,872a10764ffffff,78326.77689850671,POINT (-73.92770161232309 40.74354854892256),POINT (-73.90926649435637 40.65156920000429)
160,872a100d5ffffff,872a10088ffffff,414429.23132801126,POINT (-73.92770161232309 40.74354854892256),POINT (-73.97475210195412 40.79782446487071)
161,872a100d5ffffff,872a10769ffffff,617.9328409482672,POINT (-73.92770161232309 40.74354854892256),POINT (-73.89090362363905 40.55969461010134)
162,872a100d5ffffff,872a100c3ffffff,171646.8464410896,POINT (-73.92770161232309 40.74354854892256),POINT (-73.8963959534251 40.70737560742522)
163,872a100d5ffffff,872a10752ffffff,20137.864865676755,POINT (-73.92770161232309 40.74354854892256),POINT (-74.08694526213552 40.60977512005471)
164,872a100d5ffffff,872a1001effffff,280066.31549685006,POINT (-73.92770161232309 40.74354854892256),POINT (-73.85625034140732 40.83799353663395)
165,872a100d5ffffff,872a10740ffffff,60322.03306876148,POINT (-73.92770161232309 40.74354854892256),POINT (-73.98177209581198 40.59419867960386)
166,872a100d5ffffff,872a10742ffffff,17128.893098184733,POINT (-73.92770161232309 40.74354854892256),POINT (-74.01160433437016 40.59338651446462)
167,872a100d5ffffff,872a10629ffffff,3589.5710767766986,POINT (-73.92770161232309 40.74354854892256),POINT (-74.09956525556038 40.55401172258457)
168,872a100d5ffffff,872a106e4ffffff,1138.5087020783988,POINT (-73.92770161232309 40.74354854892256),POINT (-74.2171675168296 40.513722231393395)
169,872a100d5ffffff,872a10608ffffff,2624.78402655303,POINT (-73.92770161232309 40.74354854892256),POINT (-74.17328776000208 40.53345187714231)
170,872a100d5ffffff,872a10773ffffff,100482.59288673902,POINT (-73.92770161232309 40.74354854892256),POINT (-74.0130700965461 40.6302969629728)
171,872a100d5ffffff,872a100daffffff,213865.66563622365,POINT (-73.92770161232309 40.74354854892256),POINT (-73.97043658361817 40.686911431468346)
172,872a100d5ffffff,872a10728ffffff,78454.54606250375,POINT (-73.92770161232309 40.74354854892256),POINT (-74.0160085438076 40.704169413629195)
173,872a100d5ffffff,872a10605ffffff,7626.476315322201,POINT (-73.92770161232309 40.74354854892256),POINT (-74.16076002636775 40.58921042029866)
174,872a100d5ffffff,872a10019ffffff,28410.63811294564,POINT (-73.92770161232309 40.74354854892256),POINT (-73.82493862334026 40.80175841055942)
175,872a100d5ffffff,872a10002ffffff,22091.04110391549,POINT (-73.92770161232309 40.74354854892256),POINT (-73.81192716732492 40.8576576879175)
176,872a100d5ffffff,872a1001affffff,175260.16181954657,POINT (-73.92770161232309 40.74354854892256),POINT (-73.87056328207179 40.81909959433372)
177,872a100d5ffffff,872a1005affffff,35221.157402690784,POINT (-73.92770161232309 40.74354854892256),POINT (-73.76119091547939 40.69235907503999)
178,872a100d5ffffff,872a100c4ffffff,451041.93938700267,POINT (-73.92770161232309 40.74354854892256),POINT (-73.86784699224546 40.745121293340574)
179,872a100d5ffffff,872a10743ffffff,24060.44823047865,POINT (-73.92770161232309 40.74354854892256),POINT (-73.99596209176971 40.57534470411293)
180,872a100d5ffffff,872a10630ffffff,9.561116029083431,POINT (-73.92770161232309 40.74354854892256),POINT (-74.20793282004718 40.64328859885019)
181,872a100d5ffffff,872a100d0ffffff,159524.82606722607,POINT (-73.92770161232309 40.74354854892256),POINT (-73.95762847815789 40.74275056555397)
182,872a100d5ffffff,872a1076effffff,11414.425700607606,POINT (-73.92770161232309 40.74354854892256),POINT (-73.92210664788354 40.59579995321583)
183,872a100d5ffffff,872a10721ffffff,63156.75136841317,POINT (-73.92770161232309 40.74354854892256),POINT (-74.01748123979704 40.7411313781815)
184,872a100d5ffffff,872a1001cffffff,86165.58194734174,POINT (-73.92770161232309 40.74354854892256),POINT (-73.82626343906541 40.8387650536673)
185,872a100d5ffffff,872a100aaffffff,347318.1812730349,POINT (-73.92770161232309 40.74354854892256),POINT (-73.9462094009165 40.835632332484074)
186,872a100d5ffffff,872a10042ffffff,10684.42728076692,POINT (-73.92770161232309 40.74354854892256),POINT (-73.70262870738371 40.7308021760867)
187,872a100d5ffffff,872a100d9ffffff,186723.88371534567,POINT (-73.92770161232309 40.74354854892256),POINT (-73.9248997290368 40.66963990404521)
188,872a100d5ffffff,872a1008bffffff,364548.1682024709,POINT (-73.92770161232309 40.74354854892256),POINT (-73.98900645801048 40.77892426663799)
189,872a100d5ffffff,872a10056ffffff,35228.77441687417,POINT (-73.92770161232309 40.74354854892256),POINT (-73.76373589384953 40.76628766011663)
190,872a100d5ffffff,872a103a6ffffff,13163.77887546223,POINT (-73.92770161232309 40.74354854892256),POINT (-73.73005172250845 40.65616766381901)
191,872a100d5ffffff,872a100eaffffff,77471.12081013185,POINT (-73.92770161232309 40.74354854892256),POINT (-73.8365878887746 40.7089323417395)
